Drug,Label,MolecularWeight,XLogP,HydrogenBondDonorCount,HydrogenBondAcceptorCount,PolarSurfaceArea,FormalCharge,NumRings,RotatableBondCount,Refractivity,LogpSolubility,Ro5,Ghose,Veber,ExAC_loss_frequency,target_betweenness,target_degree,number_targets,Blood,Skin,Brain,Testis,Adipose Tissue,Muscle,Nerve,Blood Vessel,Heart,Lung,Esophagus,Kidney,Thyroid,Pituitary,Uterus,Pancreas,VagiNaN,Stomach,AdreNaNl Gland,Colon,Prostate,Spleen,Liver,Fallopian Tube,Ovary,Breast,Bladder,Cervix Uteri,Small Intestine,Salivary Gland
Mebendazole,passed,295.0956913,3.260108545,2,4,84.08,0,3,4,81.5039,0.0387,1,1,0,0.25,152937.2834,312,1,10,10,10,10,10,4.28741312,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,4.674216747,10,10,10,10,10,10,10
Mecamylamine,passed,167.1673997,2.37363976,1,1,12.03,0,2,1,51.8325,0.124,1,1,1,NaN,2.666666667,4,2,0.066853531,0.009262806,0.26298669,0.055149794,0.005366218,0,0,0,0,0.064451031,0,0.002640225,0.006180227,0.189404316,0,0.017752845,0.010200443,0.011312773,0.150418796,0.003806113,6.240046263,0.04103104,0.008635208,0.016083329,0.004392199,0.011008972,0,0.015815264,0.02097482,0.003691184
Meclizine,passed,390.1862766,6.387941532,0,2,6.48,0,4,5,119.3922,0.00103,0,0,1,0.392156863,0,0,2,0.015715607,3.65049243,0.821691573,0.468008608,2.634119272,0.206760287,4.439896584,3.860967875,0.27770406,1.866600156,1.18233645,0.496618852,0.802930653,0.221367896,1.706133068,0.125068769,2.750898838,0.407100767,0.26927653,2.138170123,1.168346405,0.453772113,0.050176028,2.241176188,1.707205772,2.094831586,2.018864393,2.547428608,1.58886683,0.826448143
MeclofeNaNmic Acid,passed,295.016684,6.092265241,2,3,49.33,0,2,3,76.4512,0.00366,0,0,0,0.470588235,23283.50323,30,6,10,10,10,6.475295782,7.726097584,0.620309532,7.756225109,3.616984844,2.016113043,10,10,3.61831975,2.605581999,8.7144804,3.46431756,7.973678112,6.834624767,10,4.294697523,10,8.391875267,10,1.987955868,7.065508842,1.39918673,8.607328892,10,4.356744289,10,8.457582474
Medrysone,passed,344.2351449,3.1268587,1,3,54.37,0,4,1,98.8464,0.0337,1,1,0,0.350282486,256392.7478,268,4,6.519165516,9.529127598,5.496713638,4.095000267,10,10,10,9.420459747,4.368388176,9.541958809,6.618411541,2.70279932,8.644962311,8.877725124,6.923449516,2.976455688,7.945681095,4.709535599,3.025994658,3.700628638,6.544697762,5.595084667,4.75985527,6.586448193,5.095907211,10,6.734411716,7.282115936,5.538618088,5.745376587
MefeNaNmic Acid,passed,241.1102787,5.397597278,2,3,49.33,0,2,3,71.8828,0.0137,0,1,0,0.470588235,8170.888632,30,6,6.102405071,10,0.820853233,0.489034012,2.722895622,0.307841688,1.505134642,2.685022354,1.625647783,7.62326622,10,0.89997071,1.945427537,3.136099219,1.958506286,0.637826741,6.834624767,10,1.078719854,10,6.805960655,5.680968046,0.648787886,7.065508842,0.782274485,2.162109017,10,3.340286016,10,1.79864502
Mefloquine,passed,378.1166824,4.11059485,2,3,45.15,0,3,4,82.5774,0.038,1,1,0,0.419354839,17718.8207,22,4,10,6.960212708,10,3.599814653,10,7.168183327,8.554439068,7.908483028,10,10,2.488166809,10,10,10,7.009088755,1.731185555,6.326818705,1.975464225,2.623407125,1.868450403,7.093438625,10,10,7.875915051,3.475859165,10,2.102196217,5.315876007,1.532574415,2.846645117
Megestrol Acetate,passed,370.2144094,3.480383031,0,3,60.44,0,4,3,104.3734,0.00338,1,1,0,0.591111111,256392.7478,268,0,6.519165516,9.529127598,5.496713638,4.095000267,10,10,10,9.420459747,4.368388176,9.541958809,6.618411541,2.70279932,8.644962311,8.877725124,10,2.976455688,9.055003643,4.709535599,3.025994658,3.700628638,6.544697762,5.595084667,4.75985527,9.337072849,6.273174286,10,6.734411716,10,5.538618088,5.745376587
Meloxicam,passed,351.0347473,1.600581361,2,5,99.6,0,3,2,88.6249,0.154,1,1,0,0.470588235,8170.888632,30,1,6.102405071,10,0.820853233,0.489034012,2.722895622,0.307841688,1.505134642,2.685022354,1.625647783,7.62326622,10,0.89997071,1.945427537,3.136099219,1.958506286,0.637826741,6.834624767,10,1.078719854,10,6.805960655,5.680968046,0.648787886,7.065508842,0.782274485,2.162109017,10,3.340286016,10,1.79864502
Menthol,passed,156.1514153,2.664273147,1,1,20.23,0,1,1,47.4453,0.558,1,0,1,0.496402878,1627.661562,14,5,0.017598692,1.192167461,0.877372146,0.942933738,0.152057424,0.385237843,1.389279306,0.045238174,0.07594385,0.087767944,0.155866206,0.025877151,0.077298336,0.354923502,0.059466235,0.100138128,0.264244169,2.492192745,0.08697487,3.514710903,7.028045893,0.123160142,4.83914113,0.113930386,0.276700109,0.140473977,10,0.125827223,4.393517494,0.25958246
Mepenzolate,passed,340.1912687,-0.974686413,1,2,46.53,1,3,5,109.3951,0.000627,1,0,0,0.238410596,23664.94249,14,2,0.009068615,0.56154722,8.412851334,0.393198237,0.016020343,0,0.024624201,0.030865382,0.026279107,1.19683969,0.34503448,0.132184703,0.162137412,0.062270498,0.095536366,0.493829697,0.033431215,0.513489544,0.033154683,0.334567934,10,0.100604672,0.014939238,0.06063487,0.225144267,0.69010514,0.615335464,0.07915511,0.286769807,4.811089993
Mephentermine,passed,163.1360995,2.517407544,1,1,12.03,0,1,3,53.118,0.457,1,1,1,0.495495495,1367.074192,20,7,0,0.067355435,0.417348146,0.382963732,1.03386116,0.031021876,0.044263637,0.209701538,1.22844255,1.57038784,0.10889066,0.050514499,0.059399407,0.018345008,0.157107003,0.018889576,0.062211027,0.190850824,0.025538878,0.168666951,1.126801431,1.39191705,7.432229042,0.07415865,0.119209476,0.579941928,0.106480837,0.184150502,0.4134444,0.195942268
Mepivacaine,passed,246.1732133,3.19161987,1,2,32.34,0,2,2,76.3197,0.621,1,1,1,0.544354839,311.9238613,4,1,0,0,0,0.190577067,0,0,0,0.007819257,0.046489272,0,0,0,0,0,0,0,0,0,0,0,0,0.007205453,0,0,0,0,0,0.009817842,0,0
Mepyramine,passed,285.1841124,3.043521152,0,4,28.6,0,2,7,87.7381,0.781,1,1,1,0.392156863,0,0,4,0.015715607,3.65049243,0.821691573,0.468008608,2.634119272,0.206760287,4.439896584,3.860967875,0.27770406,1.866600156,1.18233645,0.496618852,0.802930653,0.221367896,1.706133068,0.125068769,2.750898838,0.407100767,0.26927653,2.138170123,1.168346405,0.453772113,0.050176028,2.241176188,1.707205772,2.094831586,2.018864393,2.547428608,1.58886683,0.826448143
Mequitazine,passed,322.1503694,4.194801121,0,2,6.48,0,5,2,99.0543,0.00401,1,1,1,0.392156863,0,0,1,0.015715607,3.65049243,0.821691573,0.468008608,2.634119272,0.206760287,4.439896584,3.860967875,0.27770406,1.866600156,1.18233645,0.496618852,0.802930653,0.221367896,1.706133068,0.125068769,2.750898838,0.407100767,0.26927653,2.138170123,1.168346405,0.453772113,0.050176028,2.241176188,1.707205772,2.094831586,2.018864393,2.547428608,1.58886683,0.826448143
Mercaptopurine,passed,152.0156668,-0.121789191,2,3,53.07,0,2,0,43.6027,0.735,1,0,0,0.333333333,415.7461701,12,2,7.133086205,10,10,10,8.654791832,6.302639484,8.700269222,9.210634232,8.254971504,9.505169868,8.215328217,10,10,10,8.452612877,10,8.803566933,10,10,8.612028122,9.582309723,10,6.921880007,10,10,9.898425579,8.360677719,9.99187088,9.313317299,10
Mesalazine,passed,153.0425931,-0.289782406,3,4,83.55,0,1,1,39.9955,12.2,1,0,0,0.521276596,129055.5274,332,6,10,10,6.11390686,10,10,8.415007591,10,10,5.00706625,10,10,8.710530758,10,10,10,8.186999321,10,10,10,10,10,10,6.603885651,10,10,10,10,10,10,10
Mesoridazine,passed,386.1486548,3.574503406,0,3,23.55,0,4,4,115.1253,0.0767,1,1,1,0.394230769,39011.46581,40,1,0.007850518,0.078439418,1.054215431,0.774569303,0.164166629,0.120648146,1.243043959,1.698105931,0.017448997,0.08871755,0.107775331,0.045956014,0.066772729,10,0.304680526,0.043005444,0.477318853,0.062518597,0.056782762,0.101115141,0.390641883,0.013159642,0.037449038,0.394031301,0.076274909,0.688240379,0.105796769,0.280257523,0.159295052,6.041281223
Mestranol,passed,310.1932801,4.043247144,1,2,29.46,0,4,1,91.8568,0.00377,1,1,1,0.325443787,1307522.364,656,0,0.058904357,0.226209901,0.131807074,1.198394299,0.843457222,0.241446048,0.709412068,0.832736254,0.219112232,0.642335713,0.181783482,0.335101813,0.930546701,2.723376274,10,0.155825898,10,0.150477931,0.527429178,0.137783535,1.679577112,0.555809438,1.937414885,10,2.849998474,2.848439336,0.971309423,10,0.210876033,0.24623996
Metformin,failed,129.1014454,-0.918429265,4,5,88.99,0,0,0,56.6427,1.38,1,0,0,0.47826087,45478.77381,54,1,8.500868797,7.814347029,6.906790733,10,10,5.767383099,10,9.62049675,4.45791769,10,10,10,10,10,10,9.361034393,10,10,10,10,10,10,6.579264879,10,10,10,10,10,10,10
Methacholine,passed,160.1337538,-3.804568728,0,1,26.3,1,0,4,55.7643,0.0678,1,0,1,0.238410596,23664.94249,14,2,0.009068615,0.009361203,0.031278748,0.393198237,0.016020343,0,0.017921715,0.030865382,0.003539125,0.071884878,0.34503448,0.132184703,0.162137412,0.062270498,0.095536366,0.493829697,0.033431215,0.513489544,0.017932737,0.246608034,0.109011892,0.100604672,0.014939238,0.051883968,0.225144267,0.031066973,0.615335464,0.013351997,0.286769807,0.45929876
Methadone,passed,309.2092645,5.007171635,0,2,20.31,0,2,7,97.2689,0.0059,0,1,1,0.684210526,11098.77277,40,0,0.541708529,0.342225522,0.418423682,1.338690579,0.312927008,7.753428459,0.538686633,0.241778299,0.295909524,0.603130221,0.455616534,0.795909762,1.03312254,1.183188975,0.445637599,0.349535316,0.352504656,0.561496139,0.35596551,0.687699646,1.29412967,1.491057456,0.526898563,0.729501069,0.687095821,0.403051883,0.329370975,0.368931323,0.819247246,0.792820811
Methantheline,passed,340.1912687,-0.469356405,0,1,35.53,1,3,7,110.4169,0.000132,1,0,1,0.314285714,1128.504699,12,1,10,0.56154722,8.412851334,0.221022315,0.776055336,0.044881884,0.470182955,0.745898247,1.821844697,1.19683969,0.155532941,0.202703103,0.253450952,0.126850128,0.24445226,0.067557536,0.208487973,2.405904531,0.153050557,0.334567934,10,1.39695555,0.059423296,0.489713565,0.104441941,0.69010514,0.275490284,0.36600703,0.221445233,4.811089993
Methazolamide,passed,236.0037815,-0.593433132,1,6,105.19,0,1,1,51.2971,1.74,1,0,0,0.547368421,27332.2638,26,0,10,5.067505121,10,10,10,10,1.179720581,0.573862731,5.158444405,10,1.370481133,10,10,6.354887724,2.264195204,9.910356522,3.188336015,10,4.109553099,10,1.884492457,5.651741266,10,1.317157984,1.594747543,10,2.33104372,1.641260982,3.195822001,10
Methdilazine,passed,296.1347193,3.936746242,0,2,6.48,0,4,2,91.6363,0.0147,1,1,1,0.392156863,0,0,1,0.015715607,3.65049243,0.821691573,0.468008608,2.634119272,0.206760287,4.439896584,3.860967875,0.27770406,1.866600156,1.18233645,0.496618852,0.802930653,0.221367896,1.706133068,0.125068769,2.750898838,0.407100767,0.26927653,2.138170123,1.168346405,0.453772113,0.050176028,2.241176188,1.707205772,2.094831586,2.018864393,2.547428608,1.58886683,0.826448143
Methimazole,passed,114.0251689,0.74567047,1,0,15.27,0,1,0,33.2322,11.3,1,0,1,0.425396825,0,4,6,0.080153868,0.177990943,0.089438379,0.707933813,3.517184734,0.968002439,2.235240817,0.47396028,1.267689586,0.148377493,1.248905778,0.012578012,10,0.219574057,0.055065317,0.190251529,0.129685879,0.571003497,0.0260136,0.95713526,0.135282718,9.698541164,0.014490776,0.263391957,0.042898271,2.287014723,0.388682067,0.019518496,1.255654216,1.111593723
Methocarbamol,passed,241.0950226,0.445046207,2,4,91.01,0,1,7,59.0674,4.21,1,1,0,0.547368421,0,4,4,7.818352222,0.027939408,0.043836586,0.053436235,0.031151082,0.029737914,0.027451552,0.02223983,0.031543862,0.194696635,0.030931622,0.204713292,0.060321039,0.07623589,0.042084472,0.021641659,0.053066589,0.040144112,0.05892135,10,0.045079229,1.644121528,0.156351238,0.032195024,0.031288039,0.05784896,0.060840748,0.042329088,0.145023003,0.054336406
Methohexital,passed,262.1317425,2.286783321,1,3,66.48,0,1,5,71.5071,0.0524,1,1,0,0.288135593,8267.844533,28,2,0.005306895,0,10,0.093462989,0.005237096,0.003536898,0,0,0.004546838,0.009439088,0,0.006174753,0.006717214,0.046578864,0,0,0,0.059809819,0,0,0.011940547,0.006989223,0,0,0,0,0,0,0,0
Methotrexate,passed,454.1713159,-0.504557264,5,12,210.54,0,3,9,119.2108,0.171,0,1,0,0.703703704,4335.98972,28,1,1.266047835,1.496743977,3.266576052,3.81170404,2.649096251,1.587457299,1.888620436,1.365638852,1.028479934,1.637641788,1.836351633,2.073575258,1.807750463,2.591917396,1.58808732,0.375256568,1.832720935,1.207693338,1.735176623,2.886887193,1.913192034,2.694584131,2.531520724,1.608705282,1.477453232,2.097003579,2.46968627,1.486226797,3.019788265,1.580340266
Methotrimeprazine,passed,328.1609341,4.25260786,0,3,15.71,0,3,5,99.8311,0.00525,1,1,1,0.557692308,47272.59785,40,2,0.123829909,3.65049243,8.412851334,5.980387688,10,2.284672499,8.159985542,10,6.764817238,3.401805401,1.746618748,10,6.017980099,10,10,10,10,1.237327576,1.4302212,5.044525862,10,10,7.432229042,10,10,10,5.551623821,10,4.168484211,6.041281223
Methoxamine,passed,211.1208434,0.569911803,2,4,64.71,0,1,4,57.8391,9.21,1,1,0,0.495495495,11762.58263,22,1,0,0.978405893,1.075728416,0.382963732,1.916011453,0.129492447,1.59265846,7.03880024,1.22844255,3.401805401,0.343037367,1.026302427,1.499414742,0.312252998,0.655487984,0.16825217,0.185676165,0.484036595,1.186374843,0.47661376,1.126801431,7.962255955,7.432229042,3.192496419,1.602347612,1.393755913,0.357190758,0.387122244,0.974303901,0.195942268
Methoxyflurane,passed,163.9607266,2.305878239,0,1,9.23,0,0,2,27.975,6.46,1,0,1,0.52991453,22183.96516,96,1,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
Methsuximide,passed,203.0946287,1.463009058,0,2,37.38,0,2,1,56.3486,2.13,1,1,1,0.364937388,703.1521437,6,2,0.007019226,0.35930784,2.011617184,0.54385972,0.122060537,0.015268689,0.043383531,0.070506811,0.078194283,0.151699632,0.090690285,0.012365881,0.190093249,0.107501067,1.295796096,0.027921477,2.796150446,0.068627708,0.10331114,0.082966704,0.700916529,0.048355313,0.004301544,2.29239893,3.26220417,0.537010968,0.032564022,4.444122791,0.104649588,0.101794824
Methyclothiazide,passed,358.9568026,0.528325261,2,5,109.57,0,2,2,77.2777,0.824,1,1,0,0.547368421,27332.2638,26,1,10,5.067505121,10,10,10,10,1.179720581,0.573862731,5.158444405,10,1.370481133,10,10,6.354887724,2.264195204,9.910356522,3.188336015,10,4.109553099,10,1.884492457,5.651741266,10,1.317157984,1.594747543,10,2.33104372,1.641260982,2.001991272,10
Methyl AminolevuliNaNte,passed,145.0738932,-0.847093231,1,3,69.39,0,0,5,35.2169,220,1,0,0,0.377358491,4627.033189,26,1,10,0.038123963,1.310842037,1.137864888,0.747929037,0.044621542,1.029478729,1.061027169,0.281719893,2.892587185,0.218293801,0.606708139,0.468464196,0.358259931,0.195492953,0.2924909,0.282588497,0.275244474,1.268709898,0.360054642,0.649817467,3.913753986,0.328853697,0.481190592,0.256411493,0.37742722,0.330371678,0.438021749,0.349620342,0.925279319
Methyldopa,passed,211.0844579,-1.359480317,4,5,103.78,0,1,3,53.7914,2.26,1,0,0,0.516666667,2815.517993,20,4,0.062373392,2.741013765,1.229638696,5.416719437,10,0.255605459,8.159985542,2.602161646,0.515974224,2.239341736,1.236774921,1.251607716,6.017980099,1.048812389,4.600313425,10,10,0.91357851,0.997452557,5.044525862,4.628032923,9.758530617,0.326055408,2.941900253,10,10,5.551623821,10,4.168484211,5.422550201
Methylergometrine,passed,339.1946771,1.593218381,3,3,68.36,0,4,4,99.5759,0.204,1,1,0,0.319148936,47272.59785,26,2,0,0.017497641,1.911266565,0.05155082,0.143048093,0.009976213,0.155899785,0.139792264,0.004160065,0.293754935,0.058251485,0.050590325,0.115311384,0.09107269,0.14763587,0.01356788,0.236328311,0.078410164,0.166386597,0.096195783,0.539827049,0.060554918,0.101497263,0.22997757,0.035800993,0.115553629,0.529358447,0.212513506,0.178321391,0.082225978
MethylNaNltrexone,passed,356.1861833,-2.492788006,2,4,66.76,1,6,2,107.4151,0.00729,1,0,0,0.671052632,7996.636885,32,3,0,0,0.877372146,1.151926756,0.056483328,0.004911471,0,0.014569706,0.020022709,0.008182709,0,0,0.021385686,0.058915323,0,0,0,0.00690076,0,0.008843775,0.144849747,0.007657937,0,0.00252236,0.007879369,0.009061456,0.007494734,0,0.005416076,0.01454381
Methylphenobarbital,passed,246.1004423,1.630006194,1,3,66.48,0,2,2,64.643,0.71,1,1,0,0.52991453,24492.45266,46,0,0.081337392,0.174910083,10,2.011312246,0.264109761,0.372751176,2.609943628,0.335683554,0.731963158,0.37938875,0.852344751,1.291790813,1.455012619,10,3.421093941,0.697217941,0.453325734,1.330839872,0.179359749,0.356377825,0.817102194,0.809225529,10,9.400044918,0.814338088,0.324704558,0.756506622,0.633507609,1.239488721,0.274607092
Methylprednisolone,failed,374.2093241,1.560009021,3,5,94.83,0,4,2,103.0419,0.109,1,1,0,0.350282486,256392.7478,268,1,6.519165516,9.529127598,5.496713638,4.095000267,10,10,10,9.420459747,4.368388176,9.541958809,6.618411541,2.70279932,8.644962311,8.877725124,6.923449516,2.976455688,7.945681095,4.709535599,3.025994658,3.700628638,6.544697762,5.595084667,4.75985527,6.586448193,5.095907211,10,6.734411716,7.282115936,5.538618088,5.745376587
Methylscopolamine Bromide,passed,397.0888709,-3.267384321,1,3,55.76,0,4,5,95.6349,0.0132,1,0,0,0.238410596,23664.94249,22,2,0.009068615,0.56154722,8.412851334,0.393198237,0.016020343,0,0.024624201,0.030865382,6.764817238,1.19683969,0.476170391,0.132184703,0.162137412,0.062270498,0.095536366,0.493829697,0.081816386,0.513489544,0.033154683,3.630660295,10,0.100604672,0.130754955,0.167142754,0.225144267,0.69010514,4.940295696,0.17120789,0.286769807,4.811089993
Methyltestosterone,passed,302.2245802,3.645999966,1,2,37.3,0,4,0,89.068,0.0139,1,1,1,0.597701149,938299.3253,488,1,0.013957467,2.770787954,0.294103205,3.129991651,4.764630795,1.943944931,2.251020789,3.797863245,2.428492069,1.021457791,0.740231454,1.083686352,1.957008362,1.006197065,9.231753349,0.32681945,9.384143353,0.79700309,0.723316014,0.438020542,9.980841637,0.34989439,8.380415916,7.810228109,6.114907742,5.3550632,3.292177677,10,0.58180356,0.914584279
Methysergide,passed,353.2103271,1.816894446,2,3,57.5,0,4,4,104.4726,0.224,1,1,0,0.557692308,29748.11048,30,1,0.023431085,0.579071879,1.592312932,5.818140268,0.279712468,0.129197478,0.247576341,1.698105931,0.177850783,0.185578242,0.546805561,0.644435138,1.547265291,0.12301119,6.313772202,0.062818989,0.477318853,0.379218489,6.352208376,0.905188888,0.170934141,0.19539541,0.188318864,1.232425213,0.295374751,0.456320509,0.602274477,1.863167167,0.438782334,0.204815716
Metipranolol,passed,309.1940084,2.741744315,2,4,67.79,0,1,8,86.6315,0.173,1,1,0,0.457627119,89139.86205,74,4,2.362123251,5.376092196,2.66193819,0.497891709,10,2.873353481,3.394628048,1.309535742,9.283231735,10,4.539180279,0.481972918,1.276782393,0.25021486,1.989638507,0.38595745,8.287089109,2.476612806,0.441770941,1.402355075,4.420117378,6.518067122,2.618736982,2.319842935,0.295605153,10,2.251211882,3.500741482,2.735410929,5.831739426
Metixene,passed,309.1551204,5.064776443,0,1,3.24,0,4,2,97.1684,0.000102,0,1,1,0.366666667,23664.94249,22,3,0.061775491,0.56154722,8.412851334,5.980387688,0.093590349,0.020418044,0.162510723,0.081256516,6.764817238,1.19683969,0.476170391,0.132184703,0.162137412,1.146733701,0.109509081,0.493829697,0.081816386,0.513489544,0.064388951,3.630660295,10,4.869907141,0.130754955,0.167142754,0.225144267,0.69010514,4.940295696,0.17120789,2.165588617,4.811089993
Metocurine,passed,652.3512373,-1.846410598,0,4,55.38,2,7,4,211.9418,6.42E-06,0,0,0,0.20212766,10900.37916,22,0,0.066853531,0.011627498,0.26298669,0.230370156,0.005366218,0,0,0,6.764817238,0.491422206,0.476170391,0.002640225,0.006180227,0.189404316,0.047894161,0.017752845,0.081816386,0.276749969,0.150418796,3.630660295,6.240046263,0.04103104,0.130754955,0.167142754,0.020543205,0.011008972,4.940295696,0.17120789,0.10368745,0.00539821
Metolazone,passed,365.0600898,2.943580536,2,4,92.5,0,3,2,94.5879,0.0407,1,1,0,0.493055556,385.7404658,6,3,0.021612354,0,0.021860654,0.08122471,0,0,0.006232082,0,0,0.017903483,0.006859168,10,0.013247409,0.010290965,0.005947544,0.052796319,0.008191948,0.052583594,0,0.016006889,0.059804037,0.343191996,0.007297858,0.016510601,0.016462138,0.013034135,0.033092812,0.009007614,0.052552901,0.051783185
Metyrapone,passed,226.1106131,2.028888881,0,3,42.85,0,2,3,65.9444,0.427,1,1,0,NaN,0,2,22,0.010813108,0.038684364,0,3.176119447,0,0,0,0.101972222,0,0.004202365,0.189584836,0.174867153,0,0.159789085,0.20208402,0.209102392,0.210912459,0.23341462,10,0.178278446,0.1765026,0.291206881,0.229155853,0.158259243,0.203638077,0.113406915,0.269025266,0.317366242,0.079324402,0.054212872
Metyrosine,passed,195.0895433,-1.055864237,3,4,83.55,0,1,3,51.8105,2.48,1,0,0,0.589041096,2900.03979,34,1,0,0.046738844,0.378690898,0.630603909,0.015162416,0,0.136226453,0.011475503,0.017216679,0.03483732,0.222824693,0.031760978,0.04341092,1.433135986,0.170580097,0.066264607,0.291303575,0.090227097,1.209923267,0.055051928,0.100602932,0.123141166,0.160889648,0.188529342,0.468649775,0.044031333,0.745019615,0.190652639,0.068737403,0.033372853
Mexiletine,passed,179.1310142,2.462008545,1,2,35.25,0,1,3,54.9722,0.538,1,1,1,0.452054795,8902.616593,68,2,3.054323673,10,1.134261966,1.614201903,10,0.714172661,10,8.115207672,10,10,6.420648575,2.270360708,10,1.426680028,5.329864264,2.421361685,10,6.642326355,8.678589344,5.372054815,7.14008379,6.395339251,6.557062387,9.736486435,4.519771576,10,10,9.775000572,8.142712593,8.469622612
Mianserin,passed,264.1626487,3.831197652,0,2,6.48,0,4,0,84.4987,0.232,1,1,1,0.557692308,13349.05266,30,0,0.084211901,3.65049243,1.592312932,5.416719437,10,0.255605459,8.159985542,3.860967875,0.515974224,10,1.236774921,1.251607716,6.017980099,1.048812389,4.600313425,10,10,0.91357851,0.997452557,5.044525862,4.628032923,9.758530617,0.326055408,2.941900253,10,10,5.551623821,10,4.168484211,5.422550201
